LON,LAT,YEAR,MM,DD,DOY,YYYYMMDD,T2M,T2M_MAX,T2M_MIN,T2M_RANGE,RH2M,PRECTOTCORR,T2MDEW,study
-57.5,-14.18,2012,10,21,295,2012-10-21,28.09,34.47,22.1,12.37,64.62,0.9,19.9,2
-57.5,-14.18,2012,10,22,296,2012-10-22,26.89,32.04,21.9,10.14,66.08,0.03,19.43,2
-57.5,-14.18,2012,10,23,297,2012-10-23,26.31,31.54,21.32,10.22,69.59,13.1,19.62,2
-57.5,-14.18,2012,10,24,298,2012-10-24,27.18,34.57,20.91,13.66,65.87,0.02,19.25,2
-57.5,-14.18,2012,10,25,299,2012-10-25,28.42,34.06,22.66,11.4,62.87,1.38,19.92,2
-57.5,-14.18,2012,10,26,300,2012-10-26,27.02,32.4,22.91,9.49,72.81,3.24,21.28,2
-57.5,-14.18,2012,10,27,301,2012-10-27,27.7,33.41,21.69,11.72,67.48,2.88,20.29,2
-57.5,-14.18,2012,10,28,302,2012-10-28,28.24,35.1,22.62,12.48,63.07,1.31,19.58,2
-57.5,-14.18,2012,10,29,303,2012-10-29,29.18,36.76,21.6,15.16,58.84,0,19.12,2
-57.5,-14.18,2012,10,30,304,2012-10-30,27.39,32.64,23.26,9.38,64.57,0.05,19.68,2
-57.5,-14.18,2012,10,31,305,2012-10-31,26.64,31.99,22.23,9.76,66.68,0.01,19.41,2
-57.5,-14.18,2012,11,1,306,2012-11-01,27.65,33.96,20.76,13.2,65.75,11.32,19.88,2
-57.5,-14.18,2012,11,2,307,2012-11-02,25.74,30.78,22.25,8.53,77.45,3.45,21.2,2
-57.5,-14.18,2012,11,3,308,2012-11-03,25.01,28.58,21.61,6.97,78.4,1.06,20.68,2
-57.5,-14.18,2012,11,4,309,2012-11-04,26.33,31.96,21.24,10.72,72.07,3.61,20.27,2
-57.5,-14.18,2012,11,5,310,2012-11-05,24.4,28.68,21.78,6.9,86.19,14.95,21.76,2
-57.5,-14.18,2012,11,6,311,2012-11-06,24.11,27.78,21.7,6.08,86.26,11.85,21.49,2
-57.5,-14.18,2012,11,7,312,2012-11-07,24.07,28.18,21.52,6.66,86.38,6.91,21.47,2
-57.5,-14.18,2012,11,8,313,2012-11-08,24.45,29.21,20.7,8.51,82.11,1.2,20.86,2
-57.5,-14.18,2012,11,9,314,2012-11-09,25.84,30.81,21.64,9.17,81.25,1.67,22.09,2
-57.5,-14.18,2012,11,10,315,2012-11-10,26.41,31.23,22.25,8.98,78.43,2.12,21.94,2
-57.5,-14.18,2012,11,11,316,2012-11-11,26.51,30.91,22.18,8.73,77.93,3.34,22.04,2
-57.5,-14.18,2012,11,12,317,2012-11-12,24.28,26.48,22.18,4.3,89.03,10.47,22.33,2
-57.5,-14.18,2012,11,13,318,2012-11-13,23.66,26.66,21.76,4.9,87.76,7.93,21.44,2
-57.5,-14.18,2012,11,14,319,2012-11-14,23.4,27.48,20.96,6.52,84.83,2.26,20.53,2
-57.5,-14.18,2012,11,15,320,2012-11-15,25.59,29.86,20.53,9.33,74.28,0.61,20.47,2
-57.5,-14.18,2012,11,16,321,2012-11-16,26.03,30.62,21.7,8.92,76.72,0.09,21.28,2
-57.5,-14.18,2012,11,17,322,2012-11-17,24.96,28.55,21.66,6.89,84.31,1.28,21.98,2
-57.5,-14.18,2012,11,18,323,2012-11-18,25.19,30.04,21.52,8.52,81.97,1.35,21.58,2
-57.5,-14.18,2012,11,19,324,2012-11-19,23.5,26.98,21.12,5.86,84.47,2.98,20.55,2
-57.5,-14.18,2012,11,20,325,2012-11-20,22.78,25.87,20.59,5.28,86.67,1.42,20.35,2
-57.5,-14.18,2012,11,21,326,2012-11-21,24.87,29.8,19.97,9.83,78.81,7.01,20.59,2
-57.5,-14.18,2012,11,22,327,2012-11-22,24.77,29.17,21.31,7.86,84.11,5.98,21.66,2
-57.5,-14.18,2012,11,23,328,2012-11-23,24.24,28.81,21.25,7.56,86.21,10.1,21.59,2
-57.5,-14.18,2012,11,24,329,2012-11-24,23.92,27.38,21.16,6.22,86.26,6.78,21.33,2
-57.5,-14.18,2012,11,25,330,2012-11-25,24.89,28.79,21.56,7.23,83.36,2.03,21.69,2
-57.5,-14.18,2012,11,26,331,2012-11-26,24.53,28.43,21.57,6.86,87.15,4.32,22.12,2
-57.5,-14.18,2012,11,27,332,2012-11-27,25.71,30.02,21.79,8.23,83.53,2.37,22.49,2
-57.5,-14.18,2012,11,28,333,2012-11-28,24.37,26.82,23.06,3.76,91.21,1.14,22.8,2
-57.5,-14.18,2012,11,29,334,2012-11-29,25.4,29.18,22.09,7.09,85.66,1.44,22.66,2
-57.5,-14.18,2012,11,30,335,2012-11-30,24.61,28.2,21.44,6.76,87.7,9.18,22.33,2
-57.5,-14.18,2012,12,1,336,2012-12-01,24.95,29.9,20.38,9.52,81.97,4.29,21.36,2
-57.5,-14.18,2012,12,2,337,2012-12-02,24.67,28.49,21.46,7.03,83.42,1.01,21.48,2
-57.5,-14.18,2012,12,3,338,2012-12-03,24.69,29.03,21.37,7.66,84.63,7.78,21.72,2
-57.5,-14.18,2012,12,4,339,2012-12-04,24.33,28.42,21.97,6.45,86.71,5.06,21.81,2
-57.5,-14.18,2012,12,5,340,2012-12-05,24.1,28.12,21.42,6.7,86.25,12.72,21.49,2
-57.5,-14.18,2012,12,6,341,2012-12-06,24.25,28.83,20.65,8.18,86.46,6.36,21.68,2
-57.5,-14.18,2012,12,7,342,2012-12-07,24.69,29.37,20.39,8.98,81.51,0.87,21.04,2
-57.5,-14.18,2012,12,8,343,2012-12-08,24.99,28.87,21.35,7.52,84.26,3.24,21.98,2
-57.5,-14.18,2012,12,9,344,2012-12-09,23.7,25.61,21.47,4.14,90.09,16.78,21.97,2
-57.5,-14.18,2012,12,10,345,2012-12-10,24.61,28.39,20.98,7.41,86.46,1.65,22.05,2
-57.5,-14.18,2012,12,11,346,2012-12-11,25.04,29.51,21.51,8,82.82,0.03,21.66,2
-57.5,-14.18,2012,12,12,347,2012-12-12,24.78,29.22,20.48,8.74,82.89,19.44,21.46,2
-57.5,-14.18,2012,12,13,348,2012-12-13,24.18,27.52,22.02,5.5,89.2,27.64,22.19,2
-57.5,-14.18,2012,12,14,349,2012-12-14,22.72,25.05,21.2,3.85,91.15,10.02,21.17,2
-57.5,-14.18,2012,12,15,350,2012-12-15,23.75,27.18,20.88,6.3,89.15,20.17,21.77,2
-57.5,-14.18,2012,12,16,351,2012-12-16,24.18,28.06,21.45,6.61,87.14,5.95,21.76,2
-57.5,-14.18,2012,12,17,352,2012-12-17,24.49,28.64,21.19,7.45,85.15,2.63,21.65,2
-57.5,-14.18,2012,12,18,353,2012-12-18,24.57,28.54,21.48,7.06,85.91,1.57,21.87,2
-57.5,-14.18,2012,12,19,354,2012-12-19,24.26,27.34,21.86,5.48,89.54,6.85,22.36,2
-57.5,-14.18,2012,12,20,355,2012-12-20,24.85,29.09,21.35,7.74,85.48,0.71,22.07,2
-57.5,-14.18,2012,12,21,356,2012-12-21,24.63,27.91,21.26,6.65,86.16,10.8,22.09,2
-57.5,-14.18,2012,12,22,357,2012-12-22,25.75,29.99,21.86,8.13,81.91,2.42,22.27,2
-57.5,-14.18,2012,12,23,358,2012-12-23,24.55,27.79,21.89,5.9,86.62,0.85,22.04,2
-57.5,-14.18,2012,12,24,359,2012-12-24,24.57,29.14,20.43,8.71,82.63,0.08,21.18,2
-57.5,-14.18,2012,12,25,360,2012-12-25,24.76,29.49,20.41,9.08,80.2,0,20.85,2
-57.5,-14.18,2012,12,26,361,2012-12-26,24.61,29.02,20.68,8.34,80.22,0.12,20.72,2
-57.5,-14.18,2012,12,27,362,2012-12-27,24.08,28.03,20.6,7.43,80.79,1.7,20.39,2
-57.5,-14.18,2012,12,28,363,2012-12-28,24.19,27.43,20.88,6.55,78.12,0.35,19.95,2
-57.5,-14.18,2012,12,29,364,2012-12-29,24.43,28.78,20.43,8.35,80.38,1.45,20.62,2
-57.5,-14.18,2012,12,30,365,2012-12-30,25.1,28.77,21.25,7.52,77.93,3.55,20.78,2
-57.5,-14.18,2012,12,31,366,2012-12-31,24.58,28.09,21.42,6.67,81.82,3.99,21.16,2
-57.5,-14.18,2013,1,1,1,2013-01-01,25.59,30.04,21.1,8.94,75.1,8.44,20.55,2
-57.5,-14.18,2013,1,2,2,2013-01-02,24.85,28.75,21.79,6.96,78.93,3.54,20.8,2
-57.5,-14.18,2013,1,3,3,2013-01-03,25.16,30.28,20.09,10.19,80.59,0.18,21.31,2
-57.5,-14.18,2013,1,4,4,2013-01-04,25.88,30.23,20.87,9.36,78.69,27.37,21.62,2
-57.5,-14.18,2013,1,5,5,2013-01-05,24.85,29.01,21.65,7.36,83.42,5.15,21.65,2
-57.5,-14.18,2013,1,6,6,2013-01-06,24.37,29.05,20.22,8.83,84.99,2.02,21.53,2
-57.5,-14.18,2013,1,7,7,2013-01-07,24.6,28.37,21.44,6.93,85.01,2.56,21.75,2
-57.5,-14.18,2013,1,8,8,2013-01-08,25.42,29.31,21.47,7.84,82.74,2.35,22.1,2
-57.5,-14.18,2013,1,9,9,2013-01-09,25.31,28.77,21.36,7.41,84.72,15.78,22.45,2
-57.5,-14.18,2013,1,10,10,2013-01-10,25.19,28.29,22.28,6.01,86.91,12.72,22.75,2
-57.5,-14.18,2013,1,11,11,2013-01-11,23.52,25.69,21.91,3.78,91.47,24.15,22.02,2
-57.5,-14.18,2013,1,12,12,2013-01-12,22.9,25,21.32,3.68,91.43,11.16,21.39,2
-57.5,-14.18,2013,1,13,13,2013-01-13,23.4,27.2,20.3,6.9,88.65,7.78,21.31,2
-57.5,-14.18,2013,1,14,14,2013-01-14,23.63,27.46,20.65,6.81,88.06,4.73,21.42,2
-57.5,-14.18,2013,1,15,15,2013-01-15,23.34,27.45,20.88,6.57,88.09,6.82,21.15,2
-57.5,-14.18,2013,1,16,16,2013-01-16,23.7,27.65,20.63,7.02,87.18,5.98,21.29,2
-57.5,-14.18,2013,1,17,17,2013-01-17,24.98,29.57,20.87,8.7,83.01,4.06,21.67,2
-57.5,-14.18,2013,1,18,18,2013-01-18,24.64,28.16,21.64,6.52,85.73,1.76,22,2
-57.5,-14.18,2013,1,19,19,2013-01-19,24.85,28.79,21.15,7.64,86.08,4.09,22.24,2
-57.5,-14.18,2013,1,20,20,2013-01-20,24.27,27.68,21.79,5.89,87.58,5.25,21.98,2
-57.5,-14.18,2013,1,21,21,2013-01-21,23.91,27.37,21.07,6.3,86.68,12.69,21.43,2
-57.5,-14.18,2013,1,22,22,2013-01-22,24.35,28.26,21.03,7.23,84.32,5.38,21.42,2
-57.5,-14.18,2013,1,23,23,2013-01-23,24.2,27.25,20.96,6.29,86.54,4.27,21.74,2
-57.5,-14.18,2013,1,24,24,2013-01-24,24.38,28.19,21.11,7.08,89.85,12.93,22.51,2
-57.5,-14.18,2013,1,25,25,2013-01-25,23.99,26.33,22.25,4.08,91.68,10.26,22.52,2
-57.5,-14.18,2013,1,26,26,2013-01-26,24.14,27.34,21.75,5.59,90.12,11.51,22.35,2
-57.5,-14.18,2013,1,27,27,2013-01-27,24.63,28.38,21.66,6.72,84.93,0.96,21.76,2
-57.5,-14.18,2013,1,28,28,2013-01-28,24.57,27.55,22.16,5.39,89.36,13.89,22.64,2
-57.5,-14.18,2013,1,29,29,2013-01-29,24.33,26.7,22.5,4.2,90.45,8.65,22.63,2
-57.5,-14.18,2013,1,30,30,2013-01-30,23.98,27.02,22.04,4.98,91.21,10.12,22.4,2
-57.5,-14.18,2013,1,31,31,2013-01-31,23.87,27.45,21.43,6.02,90.77,10.68,22.2,2
-57.5,-14.18,2013,2,1,32,2013-02-01,23.66,26.54,22.2,4.34,92.44,19.98,22.33,2
-57.5,-14.18,2013,2,2,33,2013-02-02,23.97,27.49,21.37,6.12,89.19,10.97,21.98,2
-57.5,-14.18,2013,2,3,34,2013-02-03,24.44,28.79,21.38,7.41,87.45,3.24,22.06,2
-57.5,-14.18,2013,2,4,35,2013-02-04,24.7,28.63,21.45,7.18,86.41,4.33,22.1,2
-57.5,-14.18,2013,2,5,36,2013-02-05,24.17,26.97,21.94,5.03,90.32,6.03,22.42,2
-57.5,-14.18,2013,2,6,37,2013-02-06,24.41,28.41,21.76,6.65,88.81,2.11,22.33,2
-57.5,-14.18,2013,2,7,38,2013-02-07,23.37,26.49,21.47,5.02,91.08,16.12,21.77,2
-50.91,-17.79,2012,7,19,201,2012-07-19,15.07,24.96,6.75,18.21,55.09,0,4.19,3
-50.91,-17.79,2012,7,20,202,2012-07-20,18.62,29.8,9.09,20.71,52.81,0,6.97,3
-50.91,-17.79,2012,7,21,203,2012-07-21,21.97,31.92,13.29,18.63,47.98,0.01,9.45,3
-50.91,-17.79,2012,7,22,204,2012-07-22,24.79,32.62,17.61,15.01,46.31,0.01,11.42,3
-50.91,-17.79,2012,7,23,205,2012-07-23,24.61,32.52,18.11,14.41,47.11,0,11.58,3
-50.91,-17.79,2012,7,24,206,2012-07-24,24.58,32.98,17.7,15.28,43.22,0,9.8,3
-50.91,-17.79,2012,7,25,207,2012-07-25,23.83,32.35,15.85,16.5,41.05,0,8.45,3
-50.91,-17.79,2012,7,26,208,2012-07-26,24.06,32.83,15.54,17.29,38.31,0,7.37,3
-50.91,-17.79,2012,7,27,209,2012-07-27,24.5,32.9,17.76,15.14,34.36,0,6.26,3
-50.91,-17.79,2012,7,28,210,2012-07-28,23.79,33.39,14.9,18.49,32.93,0,5.23,3
-50.91,-17.79,2012,7,29,211,2012-07-29,22.09,31.99,14.14,17.85,39.42,0,6.23,3
-50.91,-17.79,2012,7,30,212,2012-07-30,23.2,32.93,14.76,18.17,38.05,0,6.56,3
-50.91,-17.79,2012,7,31,213,2012-07-31,21.86,31.79,13.57,18.22,38.64,0,5.82,3
-50.91,-17.79,2012,8,1,214,2012-08-01,21.45,30.52,14.49,16.03,46.72,0,8.43,3
-50.91,-17.79,2012,8,2,215,2012-08-02,21.72,31.6,13.33,18.27,48.5,0.11,8.89,3
-50.91,-17.79,2012,8,3,216,2012-08-03,22.02,31.64,13.15,18.49,43.15,0,7.77,3
-50.91,-17.79,2012,8,4,217,2012-08-04,22.92,32.46,13.86,18.6,45.19,0,8.8,3
-50.91,-17.79,2012,8,5,218,2012-08-05,23.23,32.26,15.48,16.78,45.92,0,9.56,3
-50.91,-17.79,2012,8,6,219,2012-08-06,23.41,32.65,15.54,17.11,47.28,0,9.61,3
-50.91,-17.79,2012,8,7,220,2012-08-07,23.92,33.71,14.22,19.49,48.12,0,10,3
-50.91,-17.79,2012,8,8,221,2012-08-08,25.18,33.89,17.07,16.82,42.2,0,10.23,3
-50.91,-17.79,2012,8,9,222,2012-08-09,23.39,33.02,15.49,17.53,35.21,0,5.11,3
-50.91,-17.79,2012,8,10,223,2012-08-10,22.26,32.74,12.86,19.88,34.36,0,3.83,3
-50.91,-17.79,2012,8,11,224,2012-08-11,22.74,32.48,14.49,17.99,40.51,0,7.02,3
-50.91,-17.79,2012,8,12,225,2012-08-12,22.47,31.58,14.48,17.1,37.63,0,6.21,3
-50.91,-17.79,2012,8,13,226,2012-08-13,22.76,30.73,14.36,16.37,41.93,0,8.58,3
-50.91,-17.79,2012,8,14,227,2012-08-14,23.6,31.14,17.04,14.1,39.01,0,8.04,3
-50.91,-17.79,2012,8,15,228,2012-08-15,23.45,30.36,17.72,12.64,40.69,0,8.85,3
-50.91,-17.79,2012,8,16,229,2012-08-16,24.1,32.72,16.24,16.48,38.08,0,8.16,3
-50.91,-17.79,2012,8,17,230,2012-08-17,23.67,31.64,15.48,16.16,40.67,0,8.73,3
-50.91,-17.79,2012,8,18,231,2012-08-18,24.66,31.7,17.43,14.27,41.95,0,10.29,3
-50.91,-17.79,2012,8,19,232,2012-08-19,24.24,31.32,17.71,13.61,40.1,0,8.95,3
-50.91,-17.79,2012,8,20,233,2012-08-20,23.59,30.45,16.64,13.81,42.87,0,9.66,3
-50.91,-17.79,2012,8,21,234,2012-08-21,23.75,31.21,17.77,13.44,34.52,0,6.7,3
-50.91,-17.79,2012,8,22,235,2012-08-22,22.47,30.53,12.94,17.59,35.63,0,6.22,3
-50.91,-17.79,2012,8,23,236,2012-08-23,24.78,31.72,18.43,13.29,38.76,0,8.85,3
-50.91,-17.79,2012,8,24,237,2012-08-24,24.44,31.04,19.31,11.73,39.89,0,9.68,3
-50.91,-17.79,2012,8,25,238,2012-08-25,24.33,32.35,16.44,15.91,37.71,0,7.98,3
-50.91,-17.79,2012,8,26,239,2012-08-26,24.97,32.2,18.26,13.94,35.14,0,7.53,3
-50.91,-17.79,2012,8,27,240,2012-08-27,25.24,32.18,18.45,13.73,33.41,0,7.05,3
-50.91,-17.79,2012,8,28,241,2012-08-28,24.43,31.02,18.47,12.55,41.88,0,9.79,3
-50.91,-17.79,2012,8,29,242,2012-08-29,24.83,32.67,17.55,15.12,43.06,0,10.19,3
-50.91,-17.79,2012,8,30,243,2012-08-30,24.55,33.51,16.43,17.08,38.96,0,7.62,3
-50.91,-17.79,2012,8,31,244,2012-08-31,25.04,35.38,15.47,19.91,32.01,0,4.94,3
-50.91,-17.79,2012,9,1,245,2012-09-01,25.64,36.21,15.73,20.48,31.23,0,5,3
-50.91,-17.79,2012,9,2,246,2012-09-02,26.35,36.7,16.58,20.12,27.29,0,3.98,3
-50.91,-17.79,2012,9,3,247,2012-09-03,27.06,37.04,17.35,19.69,29.31,0,5.68,3
-50.91,-17.79,2012,9,4,248,2012-09-04,27.03,37.31,17.21,20.1,29.01,0,5.51,3
-50.91,-17.79,2012,9,5,249,2012-09-05,27,36.04,18.43,17.61,30.96,0,7.49,3
-50.91,-17.79,2012,9,6,250,2012-09-06,27.1,36.74,18.09,18.65,28.85,0,5.98,3
-50.91,-17.79,2012,9,7,251,2012-09-07,27,36.32,18.28,18.04,29.49,0,6.39,3
-50.91,-17.79,2012,9,8,252,2012-09-08,27.24,36.22,17.77,18.45,29.57,0,6.63,3
-50.91,-17.79,2012,9,9,253,2012-09-09,27.15,36.77,18.12,18.65,24.54,0,3.59,3
-50.91,-17.79,2012,9,10,254,2012-09-10,27.07,37.23,16.5,20.73,23.51,0,2.71,3
-50.91,-17.79,2012,9,11,255,2012-09-11,29.78,38.92,21.06,17.86,25.67,0,6.37,3
-50.91,-17.79,2012,9,12,256,2012-09-12,30.44,38.96,22.11,16.85,24.81,0,6.74,3
-50.91,-17.79,2012,9,13,257,2012-09-13,30.96,40.07,22.82,17.25,25.23,0,7.28,3
-50.91,-17.79,2012,9,14,258,2012-09-14,30.54,39.14,21.86,17.28,32.44,0.11,10.68,3
-50.91,-17.79,2012,9,15,259,2012-09-15,30.67,38.56,23.65,14.91,32.43,4.04,11.14,3
-50.91,-17.79,2012,9,16,260,2012-09-16,29.99,37.96,22.12,15.84,37.09,0.52,12.42,3
-50.91,-17.79,2012,9,17,261,2012-09-17,30.12,36.25,25.36,10.89,36.47,0,13.12,3
-50.91,-17.79,2012,9,18,262,2012-09-18,28.93,35.07,24.37,10.7,41.01,0,13.86,3
-50.91,-17.79,2012,9,19,263,2012-09-19,28.79,35.94,22.71,13.23,36.42,1,11.52,3
-50.91,-17.79,2012,9,20,264,2012-09-20,25.73,32.4,21.58,10.82,63.84,5.6,17.6,3
-50.91,-17.79,2012,9,21,265,2012-09-21,24.75,33.53,20.32,13.21,73.14,17.63,18.54,3
-50.91,-17.79,2012,9,22,266,2012-09-22,24.45,30.96,19.9,11.06,68.84,0.08,17.66,3
-50.91,-17.79,2012,9,23,267,2012-09-23,25.2,33.51,17.21,16.3,57.47,0.98,15.3,3
-50.91,-17.79,2012,9,24,268,2012-09-24,24.59,29.39,21.11,8.28,74.56,16,19.45,3
-50.91,-17.79,2012,9,25,269,2012-09-25,25.16,31.89,20.47,11.42,70.53,14.01,18.71,3
-50.91,-17.79,2012,9,26,270,2012-09-26,21.32,25.92,15.06,10.86,73.67,14.85,16.09,3
-50.91,-17.79,2012,9,27,271,2012-09-27,19.06,28.16,11.82,16.34,53.9,0,8.27,3
-50.91,-17.79,2012,9,28,272,2012-09-28,21.79,31.58,11.72,19.86,58.67,0.97,12.25,3
-50.91,-17.79,2012,9,29,273,2012-09-29,24.28,33.07,15.76,17.31,55.5,0.05,13.49,3
-50.91,-17.79,2012,9,30,274,2012-09-30,25.47,34.15,17.57,16.58,55.74,0,14.68,3
-50.91,-17.79,2012,10,1,275,2012-10-01,25.99,34.88,16.78,18.1,49.15,0.01,13.18,3
-50.91,-17.79,2012,10,2,276,2012-10-02,27.72,36.47,18.64,17.83,44.18,0,12.94,3
-50.91,-17.79,2012,10,3,277,2012-10-03,27.72,36.81,17.44,19.37,40.58,0,11.19,3
-50.91,-17.79,2012,10,4,278,2012-10-04,27.94,35.79,20.33,15.46,44.83,0,13.51,3
-50.91,-17.79,2012,10,5,279,2012-10-05,27.89,36.49,20.63,15.86,49.47,0,14.18,3
-50.91,-17.79,2012,10,6,280,2012-10-06,27.5,36.92,19.51,17.41,44.84,0,12.3,3
-50.91,-17.79,2012,10,7,281,2012-10-07,26.93,36.08,18.53,17.55,42.88,0,11.67,3
-50.91,-17.79,2012,10,8,282,2012-10-08,27.57,36.64,18.5,18.14,42.49,0,12.2,3
-50.91,-17.79,2012,10,9,283,2012-10-09,29.02,36.62,21.34,15.28,42.79,0.26,13.79,3
-50.91,-17.79,2012,10,10,284,2012-10-10,26.98,33.62,22.13,11.49,60.31,1.6,18.03,3
-50.91,-17.79,2012,10,11,285,2012-10-11,25.98,32.72,21.23,11.49,63.79,1,17.72,3
-50.91,-17.79,2012,10,12,286,2012-10-12,26.17,33.13,20.78,12.35,67.55,6.71,18.97,3
-50.91,-17.79,2012,10,13,287,2012-10-13,26.85,33.83,20.85,12.98,61.32,0.79,18,3
-50.91,-17.79,2012,10,14,288,2012-10-14,27.97,35.37,20.92,14.45,55.88,0.36,17.42,3
-50.91,-17.79,2012,10,15,289,2012-10-15,25.68,31.23,21.43,9.8,64.61,0.15,18.13,3
-50.91,-17.79,2012,10,16,290,2012-10-16,25.08,30.2,21.05,9.15,74.9,7.52,19.89,3
-50.91,-17.79,2012,10,17,291,2012-10-17,26.59,34.19,20.13,14.06,63.8,0.14,17.58,3
-50.91,-17.79,2012,10,18,292,2012-10-18,28,36.33,20.2,16.13,51.17,0.01,15.42,3
-50.91,-17.79,2012,10,19,293,2012-10-19,28.25,35.81,21.37,14.44,50.13,2.49,15.8,3
-50.91,-17.79,2012,10,20,294,2012-10-20,28.3,34.41,22,12.41,56.39,2.02,17.89,3
-50.91,-17.79,2012,10,21,295,2012-10-21,27.33,33.38,21.88,11.5,64.14,0.33,19.34,3
-50.91,-17.79,2012,10,22,296,2012-10-22,28.41,35.83,22.45,13.38,56.75,0.85,17.94,3
-50.91,-17.79,2012,10,23,297,2012-10-23,29.36,38.32,22.89,15.43,55.67,11.69,18.06,3
-50.91,-17.79,2012,10,24,298,2012-10-24,26.8,30.94,22.46,8.48,69.72,4.71,20.39,3
-50.91,-17.79,2012,10,25,299,2012-10-25,26.72,30.63,23.4,7.23,68.57,1.17,20.23,3
-50.91,-17.79,2012,10,26,300,2012-10-26,29.88,36.66,22.96,13.7,54.52,0.09,18.5,3
-50.91,-17.79,2012,10,27,301,2012-10-27,30.3,37.91,21.97,15.94,44.2,0.1,14.83,3
-50.91,-17.79,2012,10,28,302,2012-10-28,31.16,39.38,22.04,17.34,41.53,0,14.38,3
-50.91,-17.79,2012,10,29,303,2012-10-29,31.63,40.22,22.43,17.79,36.76,0,12.98,3
-50.91,-17.79,2012,10,30,304,2012-10-30,31.65,40.94,22.6,18.34,35.81,0,12.35,3
-50.91,-17.79,2012,10,31,305,2012-10-31,31.12,38.52,24.8,13.72,41.62,5.46,15.26,3
-50.91,-17.79,2012,11,1,306,2012-11-01,28.81,34.61,23.81,10.8,62.47,8.56,20.13,3
-50.91,-17.79,2012,11,2,307,2012-11-02,26.82,32.74,23.29,9.45,67.45,0.63,19.7,3
-50.91,-17.79,2012,11,3,308,2012-11-03,26.12,31.72,21.89,9.83,68.38,5.67,19.21,3
-50.91,-17.79,2012,11,4,309,2012-11-04,26.3,31.83,21.36,10.47,69.6,4.07,19.75,3
-50.91,-17.79,2012,11,5,310,2012-11-05,26.98,32.73,22.04,10.69,66.02,1.37,19.51,3
-50.91,-17.79,2012,11,6,311,2012-11-06,25,28.45,21.73,6.72,72.29,7.26,19.43,3
-50.91,-17.79,2012,11,7,312,2012-11-07,25.34,31.03,20.24,10.79,67.85,1.92,18.18,3
-50.91,-17.79,2012,11,8,313,2012-11-08,23.82,27.41,21.23,6.18,82.56,39.72,20.53,3
-50.91,-17.79,2012,11,9,314,2012-11-09,24.14,28.26,20.93,7.33,86.41,30.87,21.57,3
-50.91,-17.79,2012,11,10,315,2012-11-10,25.08,29.79,20.99,8.8,81.11,13.48,21.3,3
-50.91,-17.79,2012,11,11,316,2012-11-11,24.32,28.24,20.72,7.52,81.92,6.95,20.83,3
-50.91,-17.79,2012,11,12,317,2012-11-12,25.19,30.52,19.74,10.78,77.31,1.17,20.56,3
-50.91,-17.79,2012,11,13,318,2012-11-13,25.47,29.97,21.56,8.41,79.84,5.57,21.49,3
-50.91,-17.79,2012,11,14,319,2012-11-14,23.67,26.61,21.39,5.22,88.54,17.76,21.62,3
-50.91,-17.79,2012,11,15,320,2012-11-15,24.73,29.64,19.85,9.79,81.98,6.95,21.14,3
-50.91,-17.79,2012,11,16,321,2012-11-16,24.99,29.92,21.82,8.1,82.67,4.04,21.61,3
-50.91,-17.79,2012,11,17,322,2012-11-17,25.04,30.82,20.2,10.62,73.42,0.2,19.41,3
-50.91,-17.79,2012,11,18,323,2012-11-18,24.32,31.37,17.24,14.13,65.04,0,16.47,3
-50.91,-17.79,2012,11,19,324,2012-11-19,25.19,30.77,19.37,11.4,68.46,0.93,18.59,3
-50.91,-17.79,2012,11,20,325,2012-11-20,26.67,31.74,21.23,10.51,64.95,0.91,19.01,3
-50.91,-17.79,2012,11,21,326,2012-11-21,25.89,31.75,20.98,10.77,69.56,1.24,19.41,3
-50.91,-17.79,2012,11,22,327,2012-11-22,26.1,31.52,20.61,10.91,72.78,2.52,20.34,3
-50.91,-17.79,2012,11,23,328,2012-11-23,26.25,32.07,20.79,11.28,73.28,2.15,20.57,3
-50.91,-17.79,2012,11,24,329,2012-11-24,24.58,28.18,21.5,6.68,81.91,13.92,21.09,3
-50.91,-17.79,2012,11,25,330,2012-11-25,24.58,29.18,20.85,8.33,80.91,6,20.8,3
-50.91,-17.79,2012,11,26,331,2012-11-26,25.99,30.88,21.52,9.36,78.28,7.55,21.6,3
-50.91,-17.79,2012,11,27,332,2012-11-27,26.89,31.7,21.88,9.82,75.55,2.62,21.86,3
-50.91,-17.79,2012,11,28,333,2012-11-28,26.84,32.04,21.9,10.14,74.45,0.25,21.46,3
-50.91,-17.79,2012,11,29,334,2012-11-29,26.8,30.35,22.03,8.32,75.02,2.87,21.69,3
-50.91,-17.79,2012,11,30,335,2012-11-30,26.31,29.86,22.71,7.15,77.02,4.25,21.81,3
-50.91,-17.79,2012,12,1,336,2012-12-01,24.81,27.9,22.06,5.84,80.51,15.44,21.06,3
-50.91,-17.79,2012,12,2,337,2012-12-02,23.54,26.9,21.44,5.46,87.83,13.87,21.31,3
-50.91,-17.79,2012,12,3,338,2012-12-03,24.77,29.43,21,8.43,79.59,5.03,20.67,3
-50.91,-17.79,2012,12,4,339,2012-12-04,23.76,27.88,20.23,7.65,80.62,3.48,20.01,3
-50.91,-17.79,2012,12,5,340,2012-12-05,24.72,30.16,19.85,10.31,76.37,0.66,19.87,3
-50.91,-17.79,2012,12,6,341,2012-12-06,25.54,30.31,20.11,10.2,75.89,0.24,20.63,3
